name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
"Planar Ally, Greater","planar ally, greater",Mythic Magic: Core Spells,Legendary Games,72,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"As mythic lesser planar ally, but you can call one or more non-mythic outsiders or ex- traplanar creatures whose Hit Dice total no more than 18 plus half your mythic tier, or one or more mythic outsiders or extraplanar…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 72."
"Planar Ally, Lesser","planar ally, lesser",Mythic Magic: Core Spells,Legendary Games,72,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can call a non-mythic outsider or extraplanar creature whose Hit Dice are up to 6 plus half your mythic tier, and the payment required for such a creature is reduced by half. Alternatively, you can call a mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 72."
Planar Binding,planar binding,Mythic Magic: Core Spells,Legendary Games,72,B,60,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control,"As mythic lesser planar binding, but you can call one or more non-mythic outsiders or extraplanar creatures whose Hit Dice total no more than 12 plus half your mythic tier, or one or more myth- ic outsiders whose Hit…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 72."
"Planar Binding, Greater","planar binding, greater",Mythic Magic: Core Spells,Legendary Games,72,B,63,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control,"As mythic lesser planar binding, but you can call one or more non-mythic outsiders or extrapla- nar creatures whose Hit Dice total no more than 18 plus your mythic tier, or one or more myth- ic outsiders whose Hit Dice…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 72."
"Planar Binding, Lesser","planar binding, lesser",Mythic Magic: Core Spells,Legendary Games,73,B+,71,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control|casting-reliability,"You can call a non-mythic outsider or extraplanar creature whose Hit Dice are up to 6 plus half your mythic tier. Alternatively, you can call a mythic outsider of 6 Hit Dice or less.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 73."
Plant Growth,plant growth,Mythic Magic: Core Spells,Legendary Games,73,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"When you use this spell to cause enrichment, plants’ potential productivity over the next year is doubled within a radius of one mile per two mythic tiers. When you cast it to cause over- growth, you affect a circle…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 73."
Plant Shape (All),plant shape (all),Mythic Magic: Core Spells,Legendary Games,73,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Each mythic plant shape spell is a separate spell, meaning you must select each separately as a mythic spell and you must first know the standard version of the spell you select, though you need not know lower-level…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 73."
Poison,poison,Mythic Magic: Core Spells,Legendary Games,73,B,68,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,casting-reliability|restoration,"The poison you create deals 1d4 points of Con- stitution damage per round for a number of rounds equal to 6 plus one-half your mythic tier, and ending the poison’s effect requires two con- secutive successful saving…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 73."
Polymorph,polymorph,Mythic Magic: Core Spells,Legendary Games,73,D,42,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,narrow-target,"In addition to the usual forms, you can poly- morph the target into a monstrous humanoid (as monstrous physique I, undead (as undead anatomy I), or vermin (as vermin shape I), and at the GM’s option into other forms…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 73."
Polymorph Any Object,polymorph any object,Mythic Magic: Core Spells,Legendary Games,74,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Add one-half your mythic tier to the duration factor of objects or creatures you target with this spell. You can polymorph a suit of magical armor into a different type of armor, a magical shield into a different type…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 74."
"Polymorph, Greater","polymorph, greater",Mythic Magic: Core Spells,Legendary Games,74,C,45,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,narrow-target,"As mythic polymorph, but in addition to the listed forms the subject can also be polymorphed into a monstrous humanoid (as monstrous physique IV), undead (as undead anatomy III), or vermin (as vermin shape II), and at…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 74."
Prestidigitation,prestidigitation,Mythic Magic: Core Spells,Legendary Games,74,D,42,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You can affect an area up to 1 cubic foot per myth- ic tier or move an object up to 1 pound per mythic tier. Using mythic prestidigitation to rapidly shift the color and appearance of small objects on or around your…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 74."
Prismatic Wall,prismatic wall,Mythic Magic: Core Spells,Legendary Games,74,A+,86,Extremely durable battlefield denial with layered effects.,battlefield-control|defense,"The size of the wall increases to 10 ft./level wide, 3 ft./level high and the duration increases to 1 hour/level. Creatures with fewer Hit Dice than 8 plus your mythic tier who look at a mythic prismatic wall from…",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 74."
Produce Flame,produce flame,Mythic Magic: Core Spells,Legendary Games,75,C,45,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,"The damage dealt increases to 1d10 points of fire damage +1 point per caster level (maxi- mum +10). In addition, the target’s square is filled with flames until the beginning of your next turn.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 75."
Programmed Image,programmed image,Mythic Magic: Core Spells,Legendary Games,75,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase area to one 20-foot cube per caster lev- el, and your mythic programmed image can be triggered a number of times equal to your mythic tier. If a mythic programmed image is dispelled while the illusion is…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 75."
Project Image,project image,Mythic Magic: Core Spells,Legendary Games,75,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your image can persist for a number of rounds equal to one-half your tier when you do not have line of effect to it. You cannot direct its actions during any round during which you lose line of effect, but if you…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 75."
Protection From Energy,protection from energy,Mythic Magic: Core Spells,Legendary Games,75,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"The spell absorbs 20 points per level of ener- gy damage of the selected type before being discharged. In addition, if the target of the spell is a mythic creature and takes damage of a different energy type than the…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 75."
Protection From Spells,protection from spells,Mythic Magic: Core Spells,Legendary Games,75,B,64,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,reliability,"The targets of this spell can attempt saving throws against spells that normally allow no save, though resistance bonuses to saving throws (including from this spell) do not ap- ply to such saving throws. A successful…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 75."
