name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Protection From Outsiders,protection from outsiders,Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"The bonuses to AC and on saves increase by 1, plus 1 per 3 mythic tiers after 1st. A creature of that outsider racial subtype attempting to possess or exercise mental control over the target must attempt a Will save…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
Protection From Spells,protection from spells,Mythic Spell Compendium,Legendary Games / Kobold Press,181,B,64,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,reliability,"The targets of this spell can attempt saving throws against spells that normally allow no save, though resistance bonuses to saving throws (including from this spell) do not apply to such saving throws. A successful…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
Protective Penumbra,protective penumbra,Mythic Spell Compendium,Legendary Games / Kobold Press,181,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"You can increase the duration to 1 hour per level, or you may affect a number of creatures equal to your mythic tier for the standard duration.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
Protective Spirit,protective spirit,Mythic Spell Compendium,Legendary Games / Kobold Press,181,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your protective spirit gains a bonus on its attack rolls equal to your mythic tier. If attacked, it gains a bonus to its touch Armor Class equal to your mythic tier.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
Prying Eyes,prying eyes,Mythic Spell Compendium,Legendary Games / Kobold Press,181,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The duration increases to 2 hours/level and add your mythic tier to the Armor Class of your mythic prying eyes. The mythic prying eyes gain darkvision with a range of 20 feet plus 10 feet per mythic tier.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 181."
"Prying Eyes, Greater","prying eyes, greater",Mythic Spell Compendium,Legendary Games / Kobold Press,182,B,67,Fits the Hermes/Fate's Favored luck engine; verify bonus type and stacking before use.,luck,"This spell gains the benefits of mythic prying eyes, but you also add your mythic tier to the hit points of each eye. Augmented: If you expend two uses of mythic powers, whenever one of your mythic greater prying eyes…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Puddle Jump,puddle jump,Mythic Spell Compendium,Legendary Games / Kobold Press,182,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The range you can move between bodies of water increases to long (400 ft. + 40 ft./level).,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Puff Of Smoke,puff of smoke,Mythic Spell Compendium,Legendary Games / Kobold Press,182,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"An affected creature that succeeds at its Reflex save is dazzled for 1 round. If the creature has scent, this spell reduces the range a creature can detect opponents by half.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Pugwampi’S Grace,pugwampi's grace,Mythic Spell Compendium,Legendary Games / Kobold Press,182,B+,78,Fits the Hermes/Fate's Favored luck engine; verify bonus type and stacking before use.,luck|reliability,"In addition to being forced to roll twice and select the lower result on d20 rolls, the target must also roll twice and select the lower result on any damage roll, including weapons, spells, and exceptional,…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Pup Shape,pup shape,Mythic Spell Compendium,Legendary Games / Kobold Press,182,B,63,Potential party-force multiplier consistent with Demidius's support and command role.,duration|party,"If the target is injured while in pup shape, any of its allies that are adjacent must succeed at a Will save against the spell’s DC or be affected as compassionate ally for a number of rounds equal to your mythic tier.…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Purge Pests,purge pests,Mythic Spell Compendium,Legendary Games / Kobold Press,182,D,37,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage|narrow-target,"If used against a swarm comprised of vermin, this spell deals 1d6 hp damage per caster level (maximum 4d6), as if the spell did not target a specific number of creatures.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Purging Finale,purging finale,Mythic Spell Compendium,Legendary Games / Kobold Press,182,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When you end a bardic performance, you can remove one of the following conditions from a number of creatures within 30 feet equal to one-half your mythic tier (minimum 1): blinded, cowering, dazzled, deafened,…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Purified Calling,purified calling,Mythic Spell Compendium,Legendary Games / Kobold Press,182,D,41,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",duration|wrong-chassis,"When you summon your eidolon after casting this spell, you can remove all ability drain from one ability score, one negative level, or one other permanent negative condition. If the condition is the result of a mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Purify Food And Drink,purify food and drink,Mythic Spell Compendium,Legendary Games / Kobold Press,182,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The food and drink affected by this spell are so nourishing and refreshing that creatures need to eat and drink only half the normal amount to be fully sustained. In addition, creatures eating and drinking this food…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Putrefy Food And Drink,putrefy food and drink,Mythic Spell Compendium,Legendary Games / Kobold Press,182,C,45,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",casting-reliability|wrong-chassis,"You can target an alchemical item, alchemical extract, poison, or the alchemical reagents in an alchemist’s mutagen or bomb, forcing a Will save to avoid destruction as if it were a potion. A creature that eats or…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 182."
Pyrotechnics,pyrotechnics,Mythic Spell Compendium,Legendary Games / Kobold Press,183,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can cast this spell without a fire source. If you have a fire source, increase the radius of blinding from your fireworks or of the smoke cloud you create by 5 feet times your mythic tier.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 183."
Qualm,qualm,Mythic Spell Compendium,Legendary Games / Kobold Press,184,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Spending an entire turn doing nothing allows a new saving throw but does not automatically discharge the spell. If the target is a non-mythic creature, you add one-half your mythic tier to the penalty on ability…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 184."
